,Nods pr el,Tot nods,xC,yC,Tot.react.force x,Tot.react.force y,exist impl.
53,4.0,135.0,1.9234390613922006e-16,0.06957642950356438,-1.557213544845581,-3000000.25,0.0
54,4.0,187.0,-8.29092083955343e-17,0.07042585267463801,0.12307499349117279,-3000000.0,0.0
55,4.0,247.0,-1.4039123212188252e-16,0.07101696451516158,-1.2377063035964966,-3000000.25,0.0
56,4.0,315.0,-1.6872507393654421e-16,0.07144511232164621,0.6372368335723877,-3000000.25,0.0
57,4.0,391.0,2.7510487729780157e-16,0.0717652317802824,-0.09502030164003372,-3000000.25,0.0
58,4.0,475.0,6.593868054381031e-17,0.07201088466465283,0.3868274688720703,-3000000.0,0.0
59,4.0,567.0,-2.8722882914005454e-16,0.07220353476644711,-0.9323257207870483,-2999999.75,0.0
60,4.0,667.0,-2.1657861100361864e-16,0.0723574318531075,1.2699865102767944,-3000000.0,0.0
61,4.0,775.0,-1.6115236599010988e-16,0.07248233793917072,-0.11184293031692505,-3000000.0,0.0
62,4.0,891.0,-1.9980611798333806e-16,0.07258512244770815,-0.07833082973957062,-3000000.5,0.0
63,4.0,1015.0,2.794727618042313e-16,0.0726707329947663,0.5165966749191284,-3000000.0,0.0
64,4.0,1147.0,-2.6207818719055417e-16,0.07274280623339176,-0.7210552096366882,-3000000.0,0.0
65,4.0,1287.0,-5.53138407624798e-16,0.07280406372626869,-1.2584903240203857,-2999999.75,0.0
66,4.0,1435.0,1.1795105354248304e-15,0.07285657503294557,-0.10635681450366974,-3000000.25,0.0
67,4.0,1591.0,1.1850328008418652e-16,0.07290193663381196,0.9659020900726318,-3000000.0,0.0
68,4.0,1755.0,3.5772490937833922e-16,0.07294139605262073,-0.12827758491039276,-3000000.0,0.0
69,4.0,1927.0,6.902310489943664e-16,0.07297593963292488,1.03304123878479,-3000000.0,0.0
70,4.0,2107.0,-2.937068688888311e-17,0.07300635553614318,1.3574475049972534,-3000000.0,0.0
71,4.0,2295.0,4.651077949010286e-16,0.07303327971948452,-0.9271509647369385,-3000000.25,0.0
72,4.0,2491.0,9.014912147112609e-16,0.07305722993096549,0.14846676588058472,-3000000.0,0.0
73,4.0,2695.0,2.4565005197086834e-16,0.07307863116074292,0.27212321758270264,-3000000.0,0.0
74,4.0,2907.0,9.411030169347976e-16,0.07309783491998059,-1.4677038192749023,-2999999.5,0.0
75,4.0,27.0,1.5731958731368036e-17,0.06196730435349996,2.3301690816879272e-06,-3000000.0,1.0
76,4.0,55.0,-3.766356488736451e-17,0.06617341114987489,-0.6727442145347595,-3000000.25,1.0
77,4.0,91.0,-1.031238341222644e-16,0.06828903734256028,-0.5782954692840576,-3000000.0,1.0
78,4.0,135.0,1.491646618756427e-17,0.06957642950071938,-1.5567930936813354,-3000000.25,1.0
79,4.0,187.0,4.064752340019833e-17,0.0704258526723223,0.1234169602394104,-3000000.0,1.0
80,4.0,247.0,-5.489925792340008e-17,0.07101696451383038,-1.2373683452606201,-3000000.25,1.0
81,4.0,315.0,-2.482438288282922e-16,0.07144511232121113,0.6375764608383179,-3000000.25,1.0
82,4.0,391.0,1.4173256970929277e-16,0.07176523178000417,-0.09472203254699707,-3000000.25,1.0
83,4.0,475.0,2.3059407040404e-16,0.07201088466349316,0.38703471422195435,-3000000.0,1.0
84,4.0,567.0,-1.0478787930775001e-16,0.07220353476563,-0.9321238398551941,-2999999.75,1.0
85,4.0,667.0,2.3797820113875563e-16,0.07235743185216506,1.270165205001831,-3000000.0,1.0
86,4.0,775.0,3.0023570963772407e-16,0.07248233793567724,-0.11181261390447617,-3000000.0,1.0
87,4.0,891.0,5.776169668552542e-16,0.07258512245407417,-0.07787401974201202,-3000000.5,1.0
88,4.0,1015.0,4.1920914261846193e-16,0.07267073299488125,0.5167728662490845,-3000000.0,1.0
89,4.0,1147.0,2.8180450229615685e-16,0.07274280623396996,-0.7208647131919861,-3000000.0,1.0
90,4.0,1287.0,3.230328299846876e-16,0.0728040637224375,-1.2584909200668335,-2999999.75,1.0
91,4.0,1435.0,-2.7164344939843906e-16,0.07285657502932019,-0.10634217411279678,-3000000.25,1.0
92,4.0,1591.0,1.1482875974713671e-17,0.07290193663179025,0.965968132019043,-3000000.0,1.0
93,4.0,1755.0,2.944895552009939e-17,0.07294139605379579,-0.1281089335680008,-3000000.0,1.0
94,4.0,1927.0,-5.063208022794354e-17,0.07297593962962873,1.0330637693405151,-3000000.0,1.0
95,4.0,2107.0,1.0144183392534008e-16,0.07300635553741983,1.3576031923294067,-3000000.0,1.0
96,4.0,2295.0,6.807936628937873e-16,0.07303327971600562,-0.9271491765975952,-3000000.25,1.0
97,4.0,2491.0,1.6484410779762956e-16,0.07305722993703316,0.14873923361301422,-3000000.0,1.0
98,4.0,2695.0,9.464555133850694e-16,0.07307863115854443,0.27216291427612305,-3000000.0,1.0
99,4.0,2907.0,2.087189964821036e-15,0.0730978349225013,-1.467527985572815,-2999999.5,1.0
100,6.0,27.0,9.947249178324025e-06,0.07168717718007728,-0.017175815999507904,-3000000.0,0.0
101,6.0,55.0,7.335527922484712e-06,0.07267082928297171,0.2162162959575653,-2999999.75,0.0
102,6.0,91.0,3.2490106384230718e-06,0.07290198069081842,-0.43688061833381653,-3000000.0,0.0
103,6.0,135.0,2.7627714868526023e-06,0.07301865277936152,1.8718339204788208,-2999999.75,0.0
104,6.0,187.0,1.6046361857857215e-06,0.07308978094503961,-2.0759220123291016,-2999999.75,0.0
105,6.0,247.0,1.5261272082001663e-06,0.07313911707084915,-0.979552686214447,-3000000.25,0.0
106,6.0,315.0,1.0233601169543069e-06,0.07317450062585713,0.7208809852600098,-3000000.0,0.0
107,6.0,391.0,1.0517021623833527e-06,0.07320169861536432,-0.5238921046257019,-3000000.25,0.0
108,6.0,475.0,7.580975976654552e-07,0.07322257387036528,-0.207325279712677,-3000000.25,0.0
109,6.0,567.0,8.051370254189666e-07,0.07323958854205077,1.625449776649475,-3000000.0,0.0
110,6.0,667.0,6.040571589250271e-07,0.07325313765502202,-0.6553078293800354,-3000000.0,0.0
111,6.0,775.0,6.498313380456799e-07,0.07326466291402958,-1.0429357290267944,-3000000.0,0.0
112,6.0,891.0,4.998643047639842e-07,0.07327404156350674,-1.7207876443862915,-2999999.75,0.0
113,6.0,1015.0,5.406850299966781e-07,0.07328230295362895,-5.049485683441162,-3000000.25,0.0
114,6.0,1147.0,4.2320285947324633e-07,0.07328910948216082,0.6813700795173645,-3000000.5,0.0
115,6.0,1287.0,4.591514198779515e-07,0.07329528900888148,-6.641021728515625,-3000000.25,0.0
116,6.0,1435.0,3.641083987047774e-07,0.0733004113745077,0.6712675094604492,-3000000.0,0.0
117,6.0,1591.0,3.9596885340882166e-07,0.07330518883873156,-0.9116220474243164,-3000000.0,0.0
118,6.0,1755.0,3.1723450419955643e-07,0.07330915533028984,0.7830384969711304,-3000000.0,0.0
119,6.0,1927.0,3.4577437067306183e-07,0.07331294677828118,2.5836551189422607,-3000000.25,0.0
120,6.0,2107.0,2.793029223616258e-07,0.07331608927342428,6.181632995605469,-3000000.5,0.0
121,6.0,2295.0,3.05141356713575e-07,0.07331916255328678,1.4304908514022827,-3000000.25,0.0
122,6.0,2491.0,2.481262264869111e-07,0.07332169925053893,2.094245195388794,-2999999.25,0.0
123,6.0,2695.0,2.7174038758140955e-07,0.07332423431902463,-0.14374904334545135,-3000000.0,0.0
124,6.0,2907.0,2.2216716037750845e-07,0.07332631416312077,0.7708922624588013,-2999999.75,0.0
125,9.0,27.0,-1.0021230976881906e-16,0.07251501281523401,7.314607501029968e-06,-3000000.0,0.0
126,9.0,55.0,-6.063663404627377e-17,0.07298788413236888,0.22110384702682495,-3000000.0,0.0
127,9.0,91.0,-1.7288625372925406e-16,0.07309634185700077,-0.826418936252594,-3000000.0,0.0
128,9.0,135.0,-7.80835638567185e-17,0.07316069074128044,0.2971820831298828,-3000000.25,0.0
129,9.0,187.0,-1.621515277765696e-17,0.07319872031789777,0.9722561240196228,-3000000.0,0.0
130,9.0,247.0,-6.72661704584365e-17,0.07322878843396037,0.38941383361816406,-3000000.25,0.0
131,9.0,315.0,-2.0194590245531547e-16,0.07324843006725598,0.37572258710861206,-2999999.75,0.0
132,9.0,391.0,8.975534296012059e-16,0.0732657286085874,-0.40778177976608276,-3000000.25,0.0
133,9.0,475.0,-4.1598699266770614e-17,0.07327741768000455,1.1833215951919556,-3000000.0,0.0
134,9.0,567.0,-3.9057222485141317e-16,0.07328852036319879,-1.8125733137130737,-3000000.0,0.0
135,9.0,667.0,2.356561868304278e-16,0.07329609318237397,0.9597412943840027,-2999999.75,0.0
136,9.0,775.0,1.2720572004694364e-15,0.07330375472924726,0.8979993462562561,-3000000.25,0.0
137,9.0,891.0,-2.4589833051481133e-16,0.07330895784494669,-0.8360728025436401,-3000000.25,0.0
138,9.0,1015.0,2.3450178830993556e-16,0.07331453038365222,-0.025148168206214905,-3000000.25,0.0
139,9.0,1147.0,3.392333548537056e-16,0.0733182640436934,-0.1750401109457016,-3000000.0,0.0
140,9.0,1287.0,2.6448111122891997e-16,0.07332248291981618,0.678551971912384,-3000000.0,0.0
141,9.0,1435.0,-1.8729939933587293e-15,0.07332525273549334,1.0637470483779907,-2999999.75,0.0
142,9.0,1591.0,1.018098990090528e-15,0.07332854905106329,0.35743552446365356,-3000000.0,0.0
143,9.0,1755.0,5.3266470973129614e-18,0.07333065817843065,-0.08123375475406647,-3000000.0,0.0
144,9.0,1927.0,7.6593988189593765e-16,0.07333329995553811,-0.26473450660705566,-3000000.25,0.0
145,9.0,2107.0,6.04720879750023e-16,0.07333493989776646,1.632797122001648,-3000000.0,0.0
146,9.0,2295.0,-6.311241768621131e-16,0.07333710197413959,0.5380733609199524,-2999999.75,0.0
147,9.0,2491.0,-2.1158605776357874e-16,0.07333839900958311,1.2402032613754272,-3000000.0,0.0
148,9.0,2695.0,-1.3082379079857797e-15,0.073340199892669,-0.8094353079795837,-3000000.25,0.0
149,9.0,2907.0,7.956098849333099e-16,0.07334124028568224,-1.2140320539474487,-3000000.25,0.0
